location,Basel
lat,47.54694
lon,7.56892
asl,283.697
variable,Temperature
unit,°C
level,2 m elevation corrected
resolution,hourly
aggregation,None
timestamp,Basel Temperature [2 m elevation corrected]
20120623T1400,21.70053
20120623T1500,22.23053
20120623T1600,22.530529
20120623T1700,22.520529
20120623T1800,22.410528
20120623T1900,22.090528
20120623T2000,21.47053
20120623T2100,21.000528
20120623T2200,20.010529
20120623T2300,19.020529
20120624T0000,17.87053
20120624T0100,17.04053
20120624T0200,15.960529
20120624T0300,15.040529
20120624T0400,14.390529
20120624T0500,14.0505295
20120624T0600,14.940529
20120624T0700,14.890529
20120624T0800,15.790529
20120624T0900,17.350529
20120624T1000,18.760529
20120624T1100,21.000528
20120624T1200,22.62053
20120624T1300,23.260529
20120624T1400,23.420528
20120624T1500,23.89053
20120624T1600,24.490528
20120624T1700,23.79053
20120624T1800,22.750528
20120624T1900,22.000528
20120624T2000,21.30053
20120624T2100,20.87053
20120624T2200,20.440529
20120624T2300,20.240528
20120625T0000,18.770529
20120625T0100,17.62053
20120625T0200,17.45053
20120625T0300,16.89053
20120625T0400,16.47053
20120625T0500,15.910529
20120625T0600,16.38053
20120625T0700,16.07053
20120625T0800,15.930529
20120625T0900,16.090528
20120625T1000,16.600529
20120625T1100,16.65053
20120625T1200,17.70053
20120625T1300,18.70053
20120625T1400,19.660528
20120625T1500,20.260529
20120625T1600,20.64053
20120625T1700,20.82053
20120625T1800,20.670528
20120625T1900,20.270529
20120625T2000,19.740528
20120625T2100,18.71053
20120625T2200,17.29053
20120625T2300,16.79053
20120626T0000,16.14053
20120626T0100,13.660529
20120626T0200,13.720529
20120626T0300,14.460529
20120626T0400,14.370529
20120626T0500,14.320529
20120626T0600,14.820529
20120626T0700,14.820529
20120626T0800,15.840529
20120626T0900,17.21053
20120626T1000,18.87053
20120626T1100,19.90053
20120626T1200,20.500528
20120626T1300,20.940529
20120626T1400,21.030529
20120626T1500,20.70053
20120626T1600,20.30053
20120626T1700,19.87053
20120626T1800,19.54053
20120626T1900,19.160528
20120626T2000,18.240528
20120626T2100,17.590528
20120626T2200,17.54053
20120626T2300,17.690529
20120627T0000,17.330528
20120627T0100,16.490528
20120627T0200,15.720529
20120627T0300,15.220529
20120627T0400,14.920529
20120627T0500,14.690529
20120627T0600,15.590529
20120627T0700,15.540529
20120627T0800,16.420528
20120627T0900,18.010529
20120627T1000,18.840528
20120627T1100,19.95053
20120627T1200,21.510529
20120627T1300,23.23053
20120627T1400,24.420528
20120627T1500,25.12053
20120627T1600,25.500528
20120627T1700,25.490528
20120627T1800,25.29053
20120627T1900,25.000528
20120627T2000,24.38053
20120627T2100,23.940529
20120627T2200,22.96053
20120627T2300,21.840528
20120628T0000,20.840528
20120628T0100,20.46053
20120628T0200,19.57053
20120628T0300,18.62053
20120628T0400,18.100529
20120628T0500,17.48053
20120628T0600,17.170528
20120628T0700,17.15053
20120628T0800,18.600529
20120628T0900,20.70053
20120628T1000,22.780529
20120628T1100,22.95053
20120628T1200,23.32053
20120628T1300,25.64053
20120628T1400,27.20053
20120628T1500,27.29053
20120628T1600,29.510529
20120628T1700,29.850529
20120628T1800,29.38053
20120628T1900,29.07053
20120628T2000,28.580528
20120628T2100,28.29053
20120628T2200,27.14053
20120628T2300,25.420528
20120629T0000,23.600529
20120629T0100,23.350529
20120629T0200,23.520529
20120629T0300,23.940529
20120629T0400,23.350529
20120629T0500,22.71053
20120629T0600,19.56053
20120629T0700,20.04053
20120629T0800,20.73053
20120629T0900,22.610529
20120629T1000,24.64053
20120629T1100,26.360529
20120629T1200,27.690529
20120629T1300,28.95053
20120629T1400,30.030529
20120629T1500,31.20053
20120629T1600,32.19053
20120629T1700,32.150528
20120629T1800,30.05053
20120629T1900,29.750528
20120629T2000,29.090528
20120629T2100,28.72053
20120629T2200,27.990528
20120629T2300,27.45053
20120630T0000,26.350529
20120630T0100,24.89053
20120630T0200,23.840528
20120630T0300,21.990528
20120630T0400,19.88053
20120630T0500,19.240528
20120630T0600,19.97053
20120630T0700,20.190529
20120630T0800,20.57053
20120630T0900,21.270529
20120630T1000,22.360529
20120630T1100,23.770529
20120630T1200,24.740528
20120630T1300,25.97053
20120630T1400,27.14053
20120630T1500,27.910528
20120630T1600,28.440529
20120630T1700,28.88053
20120630T1800,29.000528
20120630T1900,28.780529
20120630T2000,26.87053
20120630T2100,25.770529
20120630T2200,24.590528
20120630T2300,23.05053
20120701T0000,21.87053
20120701T0100,21.13053
20120701T0200,19.520529
20120701T0300,18.240528
20120701T0400,17.96053
20120701T0500,16.15053
20120701T0600,17.910528
20120701T0700,17.97053
20120701T0800,17.90053
20120701T0900,17.73053
20120701T1000,18.15053
20120701T1100,18.14053
20120701T1200,18.360529
20120701T1300,17.71053
20120701T1400,17.520529
20120701T1500,16.530529
20120701T1600,14.890529
20120701T1700,15.330529
20120701T1800,15.920529
20120701T1900,15.810529
20120701T2000,15.690529
20120701T2100,14.920529
20120701T2200,14.110529
20120701T2300,13.940529
20120702T0000,13.860529
20120702T0100,13.770529
20120702T0200,13.740529
20120702T0300,13.640529
20120702T0400,13.430529
20120702T0500,13.120529
20120702T0600,14.3005295
20120702T0700,14.270529
20120702T0800,14.620529
20120702T0900,15.270529
20120702T1000,15.3005295
20120702T1100,15.110529
20120702T1200,15.430529
20120702T1300,15.420529
20120702T1400,15.510529
20120702T1500,16.020529
20120702T1600,16.81053
20120702T1700,17.56053
20120702T1800,18.31053
20120702T1900,18.56053
20120702T2000,18.740528
20120702T2100,18.55053
20120702T2200,18.04053
20120702T2300,17.30053
20120703T0000,17.030529
20120703T0100,16.90053
20120703T0200,16.79053
20120703T0300,16.55053
20120703T0400,15.920529
20120703T0500,15.340529
20120703T0600,15.180529
20120703T0700,15.330529
20120703T0800,15.350529
20120703T0900,15.450529
20120703T1000,15.870529
20120703T1100,16.940529
20120703T1200,18.23053
20120703T1300,19.000528
20120703T1400,20.260529
20120703T1500,21.23053
20120703T1600,21.080528
20120703T1700,21.20053
20120703T1800,21.190529
20120703T1900,21.37053
20120703T2000,21.06053
20120703T2100,20.490528
20120703T2200,20.23053
20120703T2300,19.360529
20120704T0000,17.670528
20120704T0100,16.830528
20120704T0200,16.280529
20120704T0300,15.920529
20120704T0400,15.700529
20120704T0500,16.090528
20120704T0600,15.410529
20120704T0700,15.180529
20120704T0800,16.21053
20120704T0900,18.80053
20120704T1000,20.06053
20120704T1100,21.360529
20120704T1200,22.420528
20120704T1300,23.360529
20120704T1400,24.13053
20120704T1500,24.680529
20120704T1600,24.990528
20120704T1700,25.180529
20120704T1800,24.95053
20120704T1900,24.87053
20120704T2000,24.81053
20120704T2100,24.270529
20120704T2200,23.54053
20120704T2300,23.280529
20120705T0000,22.780529
20120705T0100,21.79053
20120705T0200,20.500528
20120705T0300,19.360529
20120705T0400,18.64053
20120705T0500,18.030529
20120705T0600,17.55053
20120705T0700,17.82053
20120705T0800,18.190529
20120705T0900,19.670528
20120705T1000,21.29053
20120705T1100,23.22053
20120705T1200,24.46053
20120705T1300,25.660528
20120705T1400,26.48053
20120705T1500,27.100529
20120705T1600,27.500528
20120705T1700,26.030529
20120705T1800,25.15053
20120705T1900,25.64053
20120705T2000,24.12053
20120705T2100,22.360529
20120705T2200,21.72053
20120705T2300,21.110529
20120706T0000,18.940529
20120706T0100,18.56053
20120706T0200,18.20053
20120706T0300,17.770529
20120706T0400,17.250528
20120706T0500,16.670528
20120706T0600,15.690529
20120706T0700,14.970529
20120706T0800,15.030529
20120706T0900,14.400529
20120706T1000,14.500529
20120706T1100,15.480529
20120706T1200,16.840528
20120706T1300,18.680529
20120706T1400,19.89053
20120706T1500,20.590528
20120706T1600,21.580528
20120706T1700,21.990528
20120706T1800,22.170528
20120706T1900,22.280529
20120706T2000,22.04053
20120706T2100,21.080528
20120706T2200,20.180529
20120706T2300,19.40053
20120707T0000,18.20053
20120707T0100,17.98053
20120707T0200,17.760529
20120707T0300,17.500528
20120707T0400,17.190529
20120707T0500,17.100529
20120707T0600,16.010529
20120707T0700,15.980529
20120707T0800,16.600529
20120707T0900,17.670528
20120707T1000,18.760529
20120707T1100,19.45053
20120707T1200,20.420528
20120707T1300,21.660528
20120707T1400,22.610529
20120707T1500,23.250528
20120707T1600,24.010529
20120707T1700,24.72053
20120707T1800,25.010529
20120707T1900,24.770529
20120707T2000,24.420528
20120707T2100,22.520529
20120707T2200,20.62053
20120707T2300,18.750528
20120708T0000,17.750528
20120708T0100,16.96053
20120708T0200,16.520529
20120708T0300,16.39053
20120708T0400,16.740528
20120708T0500,16.87053
20120708T0600,16.000528
20120708T0700,16.330528
20120708T0800,17.65053
20120708T0900,17.080528
20120708T1000,19.990528
20120708T1100,21.12053
20120708T1200,21.39053
20120708T1300,22.07053
20120708T1400,22.440529
20120708T1500,22.940529
20120708T1600,23.330528
20120708T1700,23.340528
20120708T1800,22.79053
20120708T1900,22.090528
20120708T2000,21.160528
20120708T2100,20.05053
20120708T2200,18.80053
20120708T2300,18.07053
20120709T0000,16.770529
20120709T0100,15.120529
20120709T0200,14.330529
20120709T0300,13.860529
20120709T0400,13.400529
20120709T0500,13.380529
20120709T0600,15.380529
20120709T0700,15.3005295
20120709T0800,15.990529
20120709T0900,17.14053
20120709T1000,18.590528
20120709T1100,19.840528
20120709T1200,20.98053
20120709T1300,21.770529
20120709T1400,22.37053
20120709T1500,22.73053
20120709T1600,22.89053
20120709T1700,23.020529
20120709T1800,22.88053
20120709T1900,22.40053
20120709T2000,21.680529
20120709T2100,20.860529
20120709T2200,20.160528
20120709T2300,19.250528
20120710T0000,18.680529
20120710T0100,18.000528
20120710T0200,17.250528
20120710T0300,16.610529
20120710T0400,16.280529
20120710T0500,16.280529
20120710T0600,15.410529
20120710T0700,15.210529
20120710T0800,15.730529
20120710T0900,16.080528
20120710T1000,18.270529
20120710T1100,20.110529
20120710T1200,21.63053
20120710T1300,22.920528
20120710T1400,23.500528
20120710T1500,23.71053
20120710T1600,23.20053
20120710T1700,23.260529
20120710T1800,22.510529
20120710T1900,21.87053
20120710T2000,21.63053
20120710T2100,21.45053
20120710T2200,20.87053
20120710T2300,19.010529
20120711T0000,18.12053
20120711T0100,17.990528
20120711T0200,17.73053
20120711T0300,17.360529
20120711T0400,16.990528
20120711T0500,16.430529
20120711T0600,15.060529
20120711T0700,15.150529
20120711T0800,16.05053
20120711T0900,16.910528
20120711T1000,17.88053
20120711T1100,18.56053
20120711T1200,19.260529
20120711T1300,19.660528
20120711T1400,20.180529
20120711T1500,20.440529
20120711T1600,20.64053
20120711T1700,20.500528
20120711T1800,19.780529
20120711T1900,18.65053
20120711T2000,18.45053
20120711T2100,17.440529
20120711T2200,16.12053
20120711T2300,15.100529
20120712T0000,14.440529
20120712T0100,13.840529
20120712T0200,13.880529
20120712T0300,14.870529
20120712T0400,14.080529
20120712T0500,13.490529
20120712T0600,11.290529
20120712T0700,12.270529
20120712T0800,14.250529
20120712T0900,15.200529
20120712T1000,15.830529
20120712T1100,16.48053
20120712T1200,17.13053
20120712T1300,17.690529
20120712T1400,18.100529
20120712T1500,18.45053
20120712T1600,18.88053
20120712T1700,19.14053
20120712T1800,19.360529
20120712T1900,19.240528
20120712T2000,18.740528
20120712T2100,18.010529
20120712T2200,17.750528
20120712T2300,17.45053
20120713T0000,17.20053
20120713T0100,16.63053
20120713T0200,16.37053
20120713T0300,16.170528
20120713T0400,15.990529
20120713T0500,14.860529
20120713T0600,14.370529
20120713T0700,14.590529
20120713T0800,14.950529
20120713T0900,16.610529
20120713T1000,18.760529
20120713T1100,19.20053
20120713T1200,19.240528
20120713T1300,19.350529
20120713T1400,20.79053
20120713T1500,21.87053
20120713T1600,22.47053
20120713T1700,22.760529
20120713T1800,22.930529
20120713T1900,22.740528
20120713T2000,22.410528
20120713T2100,21.48053
20120713T2200,19.350529
20120713T2300,19.47053
20120714T0000,18.45053
20120714T0100,18.71053
20120714T0200,19.350529
20120714T0300,17.780529
20120714T0400,16.72053
20120714T0500,15.530529
20120714T0600,16.56053
20120714T0700,16.37053
20120714T0800,16.990528
20120714T0900,17.64053
20120714T1000,18.04053
20120714T1100,18.45053
20120714T1200,18.840528
20120714T1300,19.21053
20120714T1400,19.56053
20120714T1500,19.97053
20120714T1600,20.13053
20120714T1700,20.04053
20120714T1800,19.850529
20120714T1900,19.410528
20120714T2000,18.680529
20120714T2100,17.73053
20120714T2200,16.600529
20120714T2300,16.32053
20120715T0000,15.850529
20120715T0100,15.130529
20120715T0200,14.890529
20120715T0300,14.520529
20120715T0400,13.410529
20120715T0500,12.790529
20120715T0600,12.000529
20120715T0700,12.690529
20120715T0800,14.320529
20120715T0900,15.390529
20120715T1000,15.870529
20120715T1100,15.280529
20120715T1200,15.170529
20120715T1300,14.330529
20120715T1400,15.310529
20120715T1500,15.880529
20120715T1600,15.590529
20120715T1700,15.710529
20120715T1800,14.420529
20120715T1900,14.820529
20120715T2000,14.400529
20120715T2100,13.610529
20120715T2200,13.090529
20120715T2300,11.740529
20120716T0000,11.060529
20120716T0100,10.310529
20120716T0200,10.830529
20120716T0300,11.280529
20120716T0400,11.570529
20120716T0500,11.780529
20120716T0600,9.160529
20120716T0700,9.430529
20120716T0800,11.0505295
20120716T0900,13.170529
20120716T1000,14.970529
20120716T1100,16.15053
20120716T1200,17.22053
20120716T1300,18.21053
20120716T1400,18.750528
20120716T1500,19.23053
20120716T1600,19.73053
20120716T1700,19.97053
20120716T1800,20.080528
20120716T1900,19.87053
20120716T2000,19.29053
20120716T2100,18.530529
20120716T2200,17.80053
20120716T2300,16.990528
20120717T0000,16.270529
20120717T0100,15.530529
20120717T0200,15.730529
20120717T0300,16.240528
20120717T0400,16.40053
20120717T0500,16.40053
20120717T0600,13.8005295
20120717T0700,15.010529
20120717T0800,16.32053
20120717T0900,17.47053
20120717T1000,18.500528
20120717T1100,19.330528
20120717T1200,19.780529
20120717T1300,20.280529
20120717T1400,20.940529
20120717T1500,21.510529
20120717T1600,21.280529
20120717T1700,21.06053
20120717T1800,20.96053
20120717T1900,20.81053
20120717T2000,20.250528
20120717T2100,19.05053
20120717T2200,17.940529
20120717T2300,17.39053
20120718T0000,16.73053
20120718T0100,15.840529
20120718T0200,14.390529
20120718T0300,13.440529
20120718T0400,12.870529
20120718T0500,13.640529
20120718T0600,14.830529
20120718T0700,14.620529
20120718T0800,14.880529
20120718T0900,15.450529
20120718T1000,17.860529
20120718T1100,20.510529
20120718T1200,22.47053
20120718T1300,24.270529
20120718T1400,25.22053
20120718T1500,25.930529
20120718T1600,26.38053
20120718T1700,26.510529
20120718T1800,25.62053
20120718T1900,25.29053
20120718T2000,24.89053
20120718T2100,24.000528
20120718T2200,22.95053
20120718T2300,20.760529
20120719T0000,19.690529
20120719T0100,20.520529
20120719T0200,20.740528
20120719T0300,19.000528
20120719T0400,18.270529
20120719T0500,17.690529
20120719T0600,16.850529
20120719T0700,16.90053
20120719T0800,19.48053
20120719T0900,20.73053
20120719T1000,21.240528
20120719T1100,21.580528
20120719T1200,21.87053
20120719T1300,22.160528
20120719T1400,21.330528
20120719T1500,21.750528
20120719T1600,21.780529
20120719T1700,21.910528
20120719T1800,21.010529
20120719T1900,20.250528
20120719T2000,19.990528
20120719T2100,19.29053
20120719T2200,18.580528
20120719T2300,17.740528
20120720T0000,17.04053
20120720T0100,16.760529
20120720T0200,15.900529
20120720T0300,14.700529
20120720T0400,14.330529
20120720T0500,14.690529
20120720T0600,14.730529
20120720T0700,14.870529
20120720T0800,15.830529
20120720T0900,16.850529
20120720T1000,17.830528
20120720T1100,18.46053
20120720T1200,18.280529
20120720T1300,17.79053
20120720T1400,17.750528
20120720T1500,17.55053
20120720T1600,16.410528
20120720T1700,15.900529
20120720T1800,15.820529
20120720T1900,15.460529
20120720T2000,14.730529
20120720T2100,14.480529
20120720T2200,14.350529
20120720T2300,14.250529
20120721T0000,14.090529
20120721T0100,13.790529
20120721T0200,13.670529
20120721T0300,13.590529
20120721T0400,13.310529
20120721T0500,13.130529
20120721T0600,12.060529
20120721T0700,12.320529
20120721T0800,13.100529
20120721T0900,13.890529
20120721T1000,15.000529
20120721T1100,15.470529
20120721T1200,16.780529
20120721T1300,17.21053
20120721T1400,17.89053
20120721T1500,17.510529
20120721T1600,17.250528
20120721T1700,17.350529
20120721T1800,17.440529
20120721T1900,17.430529
20120721T2000,16.930529
20120721T2100,15.510529
20120721T2200,13.860529
20120721T2300,12.3005295
20120722T0000,11.330529
20120722T0100,11.290529
20120722T0200,11.460529
20120722T0300,11.520529
20120722T0400,11.390529
20120722T0500,11.310529
20120722T0600,9.220529
20120722T0700,9.420529
20120722T0800,10.020529
20120722T0900,10.690529
20120722T1000,11.580529
20120722T1100,12.870529
20120722T1200,15.930529
20120722T1300,18.360529
20120722T1400,19.65053
20120722T1500,20.14053
20120722T1600,20.48053
20120722T1700,20.57053
20120722T1800,20.330528
20120722T1900,19.82053
20120722T2000,19.07053
20120722T2100,17.610529
20120722T2200,15.600529
20120722T2300,13.730529
20120723T0000,12.450529
20120723T0100,11.210529
20120723T0200,10.040529
20120723T0300,9.040529
20120723T0400,8.380529
20120723T0500,8.090529
20120723T0600,9.290529
20120723T0700,9.230529
20120723T0800,9.480529
20120723T0900,9.970529
20120723T1000,12.190529
20120723T1100,18.23053
20120723T1200,19.330528
20120723T1300,20.32053
20120723T1400,21.350529
20120723T1500,22.22053
20120723T1600,22.830528
20120723T1700,23.06053
20120723T1800,22.610529
20120723T1900,22.100529
20120723T2000,21.21053
20120723T2100,20.06053
20120723T2200,19.430529
20120723T2300,18.48053
20120724T0000,16.680529
20120724T0100,15.400529
20120724T0200,15.110529
20120724T0300,14.910529
20120724T0400,12.880529
20120724T0500,12.400529
20120724T0600,12.150529
20120724T0700,12.020529
20120724T0800,13.560529
20120724T0900,16.520529
20120724T1000,18.14053
20120724T1100,19.95053
20120724T1200,21.520529
20120724T1300,23.020529
20120724T1400,24.39053
20120724T1500,25.37053
20120724T1600,25.920528
20120724T1700,26.350529
20120724T1800,26.510529
20120724T1900,26.280529
20120724T2000,25.81053
20120724T2100,25.06053
20120724T2200,23.82053
20120724T2300,22.87053
20120725T0000,22.170528
20120725T0100,21.500528
20120725T0200,20.760529
20120725T0300,20.06053
20120725T0400,19.47053
20120725T0500,19.12053
20120725T0600,18.97053
20120725T0700,18.770529
20120725T0800,19.04053
20120725T0900,19.70053
20120725T1000,21.110529
20120725T1100,23.05053
20120725T1200,24.840528
20120725T1300,26.440529
20120725T1400,27.600529
20120725T1500,28.350529
20120725T1600,28.81053
20120725T1700,28.920528
20120725T1800,28.670528
20120725T1900,28.31053
20120725T2000,27.23053
20120725T2100,24.330528
20120725T2200,22.05053
20120725T2300,20.780529
20120726T0000,19.98053
20120726T0100,19.760529
20120726T0200,19.57053
20120726T0300,19.420528
20120726T0400,18.830528
20120726T0500,18.590528
20120726T0600,18.37053
20120726T0700,18.15053
20120726T0800,18.45053
20120726T0900,20.22053
20120726T1000,23.30053
20120726T1100,25.180529
20120726T1200,26.71053
20120726T1300,27.97053
20120726T1400,29.170528
20120726T1500,29.940529
20120726T1600,30.32053
20120726T1700,30.38053
20120726T1800,30.21053
20120726T1900,29.71053
20120726T2000,28.89053
20120726T2100,27.990528
20120726T2200,26.72053
20120726T2300,24.840528
20120727T0000,23.81053
20120727T0100,22.930529
20120727T0200,22.37053
20120727T0300,21.760529
20120727T0400,21.21053
20120727T0500,20.82053
20120727T0600,21.190529
20120727T0700,20.81053
20120727T0800,20.72053
20120727T0900,21.410528
20120727T1000,23.860529
20120727T1100,26.12053
20120727T1200,28.000528
20120727T1300,29.40053
20120727T1400,30.48053
20120727T1500,31.14053
20120727T1600,31.580528
20120727T1700,31.750528
20120727T1800,31.500528
20120727T1900,30.850529
20120727T2000,30.07053
20120727T2100,29.32053
20120727T2200,28.81053
20120727T2300,25.45053
20120728T0000,22.860529
20120728T0100,22.89053
20120728T0200,21.850529
20120728T0300,21.580528
20120728T0400,19.600529
20120728T0500,19.090528
20120728T0600,20.600529
20120728T0700,20.750528
20120728T0800,21.22053
20120728T0900,21.910528
20120728T1000,22.860529
20120728T1100,21.31053
20120728T1200,21.31053
20120728T1300,22.330528
20120728T1400,22.250528
20120728T1500,21.920528
20120728T1600,21.760529
20120728T1700,21.160528
20120728T1800,21.79053
20120728T1900,21.82053
20120728T2000,21.020529
20120728T2100,20.38053
20120728T2200,20.62053
20120728T2300,20.610529
20120729T0000,19.97053
20120729T0100,18.79053
20120729T0200,18.22053
20120729T0300,18.530529
20120729T0400,18.62053
20120729T0500,17.65053
20120729T0600,17.490528
20120729T0700,17.46053
20120729T0800,17.96053
20120729T0900,18.22053
20120729T1000,17.90053
20120729T1100,17.46053
20120729T1200,18.40053
20120729T1300,19.690529
20120729T1400,20.65053
20120729T1500,21.14053
20120729T1600,21.440529
20120729T1700,21.64053
20120729T1800,21.62053
20120729T1900,21.54053
20120729T2000,20.680529
20120729T2100,19.22053
20120729T2200,18.37053
20120729T2300,18.04053
20120730T0000,17.95053
20120730T0100,14.740529
20120730T0200,13.150529
20120730T0300,12.570529
20120730T0400,12.270529
20120730T0500,11.990529
20120730T0600,14.700529
20120730T0700,13.970529
20120730T0800,14.980529
20120730T0900,17.15053
20120730T1000,18.090528
20120730T1100,19.030529
20120730T1200,19.930529
20120730T1300,20.860529
20120730T1400,21.70053
20120730T1500,22.32053
20120730T1600,22.63053
20120730T1700,22.81053
20120730T1800,22.81053
20120730T1900,22.500528
20120730T2000,21.82053
20120730T2100,21.280529
20120730T2200,19.72053
20120730T2300,18.340528
20120731T0000,18.45053
20120731T0100,18.56053
20120731T0200,18.48053
20120731T0300,18.05053
20120731T0400,17.410528
20120731T0500,16.580528
20120731T0600,15.0505295
20120731T0700,15.200529
20120731T0800,15.680529
20120731T0900,16.20053
20120731T1000,17.15053
20120731T1100,18.81053
20120731T1200,20.64053
20120731T1300,22.22053
20120731T1400,23.30053
20120731T1500,24.06053
20120731T1600,24.39053
20120731T1700,24.440529
20120731T1800,24.360529
20120731T1900,24.090528
20120731T2000,23.70053
20120731T2100,23.05053
20120731T2200,22.45053
20120731T2300,21.54053
20120801T0000,20.20053
20120801T0100,19.020529
20120801T0200,18.250528
20120801T0300,17.55053
20120801T0400,16.71053
20120801T0500,16.04053
20120801T0600,17.260529
20120801T0700,15.900529
20120801T0800,17.280529
20120801T0900,18.510529
20120801T1000,20.63053
20120801T1100,22.71053
20120801T1200,24.46053
20120801T1300,26.110529
20120801T1400,27.40053
20120801T1500,28.29053
20120801T1600,28.990528
20120801T1700,29.23053
20120801T1800,28.98053
20120801T1900,28.430529
20120801T2000,27.670528
20120801T2100,26.71053
20120801T2200,24.340528
20120801T2300,22.79053
20120802T0000,23.940529
20120802T0100,22.760529
20120802T0200,22.610529
20120802T0300,21.170528
20120802T0400,20.55053
20120802T0500,20.46053
20120802T0600,18.990528
20120802T0700,18.500528
20120802T0800,19.20053
20120802T0900,20.70053
20120802T1000,21.70053
20120802T1100,22.490528
20120802T1200,23.100529
20120802T1300,23.940529
20120802T1400,24.65053
20120802T1500,25.14053
20120802T1600,25.38053
20120802T1700,25.45053
20120802T1800,25.190529
20120802T1900,24.850529
20120802T2000,24.030529
20120802T2100,23.55053
20120802T2200,23.05053
20120802T2300,22.54053
20120803T0000,21.000528
20120803T0100,19.40053
20120803T0200,18.850529
20120803T0300,18.680529
20120803T0400,18.530529
20120803T0500,18.21053
20120803T0600,16.96053
20120803T0700,16.95053
20120803T0800,17.64053
20120803T0900,18.240528
20120803T1000,19.05053
20120803T1100,20.100529
20120803T1200,21.54053
20120803T1300,22.14053
20120803T1400,22.520529
20120803T1500,22.90053
20120803T1600,23.240528
20120803T1700,23.47053
20120803T1800,23.46053
20120803T1900,23.21053
20120803T2000,22.530529
20120803T2100,22.04053
20120803T2200,20.98053
20120803T2300,20.360529
20120804T0000,19.70053
20120804T0100,18.70053
20120804T0200,17.910528
20120804T0300,17.360529
20120804T0400,17.090528
20120804T0500,17.000528
20120804T0600,17.82053
20120804T0700,17.590528
20120804T0800,17.660528
20120804T0900,17.860529
20120804T1000,19.38053
20120804T1100,21.270529
20120804T1200,22.850529
20120804T1300,24.000528
20120804T1400,24.760529
20120804T1500,25.270529
20120804T1600,25.62053
20120804T1700,25.80053
20120804T1800,25.830528
20120804T1900,25.40053
20120804T2000,24.830528
20120804T2100,24.14053
20120804T2200,22.760529
20120804T2300,21.87053
20120805T0000,21.500528
20120805T0100,19.920528
20120805T0200,19.010529
20120805T0300,18.520529
20120805T0400,17.940529
20120805T0500,18.000528
20120805T0600,17.670528
20120805T0700,17.660528
20120805T0800,18.430529
20120805T0900,19.670528
20120805T1000,19.940529
20120805T1100,20.22053
20120805T1200,21.280529
20120805T1300,22.610529
20120805T1400,23.81053
20120805T1500,24.88053
20120805T1600,25.500528
20120805T1700,24.63053
20120805T1800,22.850529
20120805T1900,22.71053
20120805T2000,21.740528
20120805T2100,20.510529
20120805T2200,19.760529
20120805T2300,19.430529
20120806T0000,19.240528
20120806T0100,19.180529
20120806T0200,19.100529
20120806T0300,18.170528
20120806T0400,18.180529
20120806T0500,16.170528
20120806T0600,15.670529
20120806T0700,15.740529
20120806T0800,16.06053
20120806T0900,17.21053
20120806T1000,18.000528
20120806T1100,18.780529
20120806T1200,19.72053
20120806T1300,20.07053
20120806T1400,18.95053
20120806T1500,18.000528
20120806T1600,16.73053
20120806T1700,16.180529
20120806T1800,15.720529
20120806T1900,16.990528
20120806T2000,17.510529
20120806T2100,17.72053
20120806T2200,16.940529
20120806T2300,15.080529
20120807T0000,13.880529
20120807T0100,13.380529
20120807T0200,13.790529
20120807T0300,14.450529
20120807T0400,13.820529
20120807T0500,12.510529
20120807T0600,12.470529
20120807T0700,11.770529
20120807T0800,12.930529
20120807T0900,15.740529
20120807T1000,17.96053
20120807T1100,18.70053
20120807T1200,19.440529
20120807T1300,20.110529
20120807T1400,20.65053
20120807T1500,20.910528
20120807T1600,21.15053
20120807T1700,21.29053
20120807T1800,21.31053
20120807T1900,21.030529
20120807T2000,20.340528
20120807T2100,19.80053
20120807T2200,18.82053
20120807T2300,17.62053
20120808T0000,16.840528
20120808T0100,16.40053
20120808T0200,15.840529
20120808T0300,14.890529
20120808T0400,14.160529
20120808T0500,13.8005295
20120808T0600,13.950529
20120808T0700,13.960529
20120808T0800,14.260529
20120808T0900,15.040529
20120808T1000,15.610529
20120808T1100,16.760529
20120808T1200,18.89053
20120808T1300,20.95053
20120808T1400,22.240528
20120808T1500,22.990528
20120808T1600,23.29053
20120808T1700,23.37053
20120808T1800,23.32053
20120808T1900,22.660528
20120808T2000,21.580528
20120808T2100,19.860529
20120808T2200,18.63053
20120808T2300,17.90053
20120809T0000,17.680529
20120809T0100,17.080528
20120809T0200,16.680529
20120809T0300,16.190529
20120809T0400,15.740529
20120809T0500,15.350529
20120809T0600,14.390529
20120809T0700,14.280529
20120809T0800,14.900529
20120809T0900,16.100529
20120809T1000,17.54053
20120809T1100,19.07053
20120809T1200,20.96053
20120809T1300,22.580528
20120809T1400,23.860529
20120809T1500,24.38053
20120809T1600,24.64053
20120809T1700,24.670528
20120809T1800,24.440529
20120809T1900,23.81053
20120809T2000,22.79053
20120809T2100,21.440529
20120809T2200,20.090528
20120809T2300,18.830528
20120810T0000,18.06053
20120810T0100,17.81053
20120810T0200,17.21053
20120810T0300,16.13053
20120810T0400,15.100529
20120810T0500,14.340529
20120810T0600,14.960529
20120810T0700,14.250529
20120810T0800,14.560529
20120810T0900,15.470529
20120810T1000,16.760529
20120810T1100,18.190529
20120810T1200,19.95053
20120810T1300,21.360529
20120810T1400,22.63053
20120810T1500,23.410528
20120810T1600,23.750528
20120810T1700,23.930529
20120810T1800,23.740528
20120810T1900,23.31053
